load (lbf),span (in),inertia (in4),deflection (in)
122.194258,412,795.853187,2.063222
135.500887,275,942.449189,0.392149
110.31333,372,718.125263,1.351567
143.284818,359,803.898693,1.399282
141.692234,439,631.848519,3.866247
112.192104,356,957.686109,0.842721
124.033113,377,765.074675,1.448196
117.019877,244,605.109141,0.328555
103.336566,387,963.027856,1.128578
148.398648,448,662.332861,4.009348
133.910627,395,812.758327,1.793607
101.128385,313,629.397157,0.734081
110.036615,321,664.766279,0.843837
85.200262,457,731.4227,2.30194
148.603963,343,802.718833,1.21474
123.528428,240,620.663146,0.31818
120.393214,473,853.545023,3.308148
113.382994,441,799.58705,2.613809
94.772729,417,718.675772,1.907556
112.357085,288,637.046713,0.553607
115.483411,354,715.481383,1.167933
109.264145,322,913.010627,0.572472
112.241771,334,684.864124,0.935017
154.796771,302,529.163555,1.126809
99.673144,356,919.584221,0.770541
112.626337,456,562.600946,4.12107
94.460233,344,891.312463,0.687241
158.640583,261,747.749426,0.444073
90.904065,411,950.860703,1.268099
97.424095,269,822.259153,0.300237
96.844835,268,569.521996,0.414073
103.921919,460,540.528467,3.868657
143.18821,411,857.843697,2.262921
95.331435,267,814.621018,0.273435
123.216135,427,564.74869,3.475461
144.810496,244,688.19009,0.348821
115.324066,369,980.539847,0.980797
119.117295,393,766.792045,1.806223
161.689154,441,694.429643,3.957948
96.85524,249,799.831585,0.224719
157.337648,458,949.457757,3.354663
159.435415,468,715.801639,5.054524
89.844123,252,781.691511,0.222458
107.699797,326,913.198028,0.59215
91.359454,246,529.83729,0.295942
116.52254,245,854.392488,0.229729
126.795375,369,765.013853,1.432646
124.379802,453,845.28613,2.763816
143.168739,414,610.840797,3.192207
101.753866,367,937.88895,0.919691
129.811822,264,664.567863,0.438741
114.751201,347,955.22068,0.82158
99.27336,288,847.81553,0.391225
101.842529,312,630.776364,0.693096
109.778778,316,908.468879,0.536068
96.263447,330,882.84256,0.598953
106.59245,420,757.585066,2.015035
122.183226,310,688.961709,0.793775
126.945007,243,884.314473,0.236161
112.39923,463,569.247573,4.322364
101.065204,253,566.373645,0.34586
132.059198,356,517.325249,1.965762
109.449145,313,654.248439,0.732552
89.245804,358,640.768703,1.082647
134.887147,421,592.810865,3.291488
113.322041,415,772.229861,2.115666
124.606842,382,771.55346,1.522335
98.038514,294,850.145261,0.398189
128.650794,269,666.67401,0.466996
87.1268,339,614.528743,0.839159
91.537695,351,640.123299,1.028471
84.609252,320,586.752979,0.709781
118.360506,240,605.157407,0.311277
164.584156,408,918.844187,2.401961
121.686104,310,687.588956,0.791793
122.714663,366,999.679744,1.048503
102.753355,310,631.319116,0.68137
87.875307,248,771.666096,0.196292
146.770651,297,999.326265,0.551612
149.81727,351,565.191732,1.864289
152.497629,326,797.587092,0.975372
136.747098,370,546.026333,2.153554
98.805177,327,636.908629,0.843799
155.816866,284,512.971753,0.96007
134.27894,245,657.69129,0.340829
148.7603,401,614.301316,2.768223
87.981892,412,692.712937,1.654257
124.679014,339,727.067332,1.050551
152.219324,432,906.152139,2.671606
110.286021,337,681.90613,0.954885
121.55138,303,930.605025,0.49456
159.807506,300,791.578139,0.741468
158.838954,390,882.477572,1.904537
132.623258,458,625.182069,4.306335
162.456703,476,733.45794,5.133453
108.611783,342,932.132508,0.747496
133.319603,395,561.553201,2.650415
83.931653,374,640.922808,1.149126
139.479317,386,820.387163,1.782779
144.704079,311,757.607429,0.841375
158.582365,343,582.839028,1.757325
112.090195,315,914.868592,0.537815
162.395674,424,678.61212,3.651664
139.375272,315,996.312055,0.629767
93.549504,256,797.765651,0.24262
128.535903,425,577.814884,3.492785
163.057362,346,850.063273,1.320407
101.35587,360,928.971343,0.812744
146.823092,243,943.187408,0.247968
153.730781,430,908.789135,2.643977
160.176758,260,751.523444,0.439912
102.050476,413,985.91897,1.344143
142.079242,253,689.635444,0.374557
143.794404,372,819.12274,1.513581
126.568268,376,771.660481,1.529248
130.984772,362,520.347312,1.971268
116.587354,269,880.41662,0.308899
120.298946,269,641.276686,0.450524
121.63353,353,983.077413,0.867747
152.793513,259,978.509549,0.323331
108.673483,243,579.516924,0.311104
166.594495,283,544.486128,0.916662
112.485856,342,943.993122,0.729189
101.698106,412,984.76788,1.327674
132.242087,276,683.923718,0.546678
98.396855,291,848.545161,0.384325
92.436965,410,704.275407,1.683139
152.403915,262,979.975338,0.337176
85.460787,412,685.386247,1.703815
96.407654,448,755.456448,2.350828
156.061726,451,938.126543,3.160362
102.155035,417,990.396308,1.392828
115.062657,342,951.278933,0.780406
85.399905,466,741.718835,2.462808
157.901572,248,982.352704,0.294904
123.740767,251,882.7185,0.249043
141.018091,427,867.414213,2.566942
126.096571,252,640.596574,0.365353
145.600695,267,715.206102,0.461342
89.07637,300,579.876406,0.585235
152.369605,295,764.238043,0.679586
153.292688,292,763.741594,0.657082
144.522588,336,783.879924,1.054623
165.15521,242,997.363004,0.277004
116.77593,317,930.382685,0.567653
102.834237,371,944.686054,0.916983
101.061597,287,601.942695,0.51426
98.377884,257,563.354831,0.341994
89.388323,322,853.521588,0.543976
114.805264,354,713.110628,1.222962
158.691096,313,551.715889,1.284289
96.353991,366,920.276514,0.917233
128.964789,260,657.845395,0.434584
153.352471,367,841.877615,1.500118
119.36393,307,678.090506,0.755812
158.654537,300,538.3529,1.164497
166.271006,453,970.87547,3.51084
144.030901,251,693.84424,0.385374
90.466519,279,812.388337,0.309234
161.819315,445,949.22049,3.08391
119.432272,255,873.539477,0.271255
93.98678,325,870.087935,0.556727
99.228417,428,743.585096,2.04885
133.748771,275,687.730961,0.542585
164.335722,459,970.662592,3.654171
141.355056,324,761.127136,0.914544
153.654486,311,534.640037,1.244846
140.012671,267,947.916609,0.359132
152.559498,364,836.770036,1.451506
86.160835,365,888.941981,0.79247
156.633348,416,652.933099,3.371929
157.157449,258,739.820046,0.445691
141.364917,242,926.070584,0.237971
115.890493,293,903.201007,0.444092
83.757241,444,714.271505,2.059186
122.047461,432,815.77533,2.43476
105.40524,427,760.606204,2.119455
113.997313,340,946.630118,0.720717
151.588843,336,554.385194,1.695851
112.741184,385,739.237664,1.622968
164.001925,244,746.602466,0.352322
160.725748,392,640.920575,2.644941
146.348926,420,626.45375,3.382018
137.322189,298,972.275619,0.533304
104.383224,375,703.740559,1.409049
143.041069,325,517.850029,1.415325
139.856913,396,832.550913,1.857963
128.376852,455,609.401318,4.148124
132.702642,399,563.62833,2.736082
165.913702,428,943.999804,2.863157
124.136428,278,911.84303,0.365146
163.653856,415,673.569973,3.23587
118.963386,452,828.208237,2.660401
150.448046,302,765.985611,0.772572
136.310765,286,706.336929,0.571863
141.716158,450,894.150108,3.096195
137.397605,344,520.156498,1.779389
94.10715,301,596.148963,0.58214
84.152821,263,526.700412,0.338825
142.08754,473,669.255549,4.705519
115.846417,300,910.046017,0.484537
127.715593,260,654.026086,0.411669
112.485052,374,726.584795,1.465114
86.560821,437,964.579607,1.519469
124.838583,418,560.177529,3.103438
84.86698,295,811.895843,0.379956
121.65574,364,994.20593,1.021338
96.407629,447,754.644388,2.332222
152.928563,402,627.606109,2.824688
163.983135,356,862.315176,1.398567
136.58263,353,777.746696,1.280382
135.607026,353,524.245352,1.930896
159.108725,396,639.459046,2.872175
144.392002,374,573.150673,2.278275
164.484057,441,702.618025,3.989716
125.373191,342,732.618902,1.08706
114.304521,385,743.634185,1.637908
128.572894,370,771.309477,1.459019
112.69888,380,983.990401,1.072826
104.627986,373,952.812563,0.996419
84.831477,407,928.576223,1.216738
108.610967,335,925.238719,0.658423
90.643362,348,884.288279,0.694078
153.312463,416,892.770233,2.34681
128.691074,327,977.098952,0.682736
159.646158,240,979.363126,0.249923
121.527397,285,911.611808,0.414759
157.583538,420,660.084973,3.491005
146.246395,248,696.864078,0.371913
108.70775,474,820.121398,3.10295
151.316523,328,795.618832,1.044497
94.631423,365,664.457241,1.14402
113.177825,317,919.929706,0.554562
92.834636,342,885.129645,0.696751
163.561433,325,829.191647,1.004001
119.619665,464,592.576379,4.486235
131.574029,259,914.33578,0.292203
143.121438,463,661.874143,4.39945
95.816939,360,912.098089,0.819458
102.849577,320,891.844716,0.53472
104.718662,441,523.644099,3.570859
126.782617,430,577.906525,3.60594
142.114956,293,981.795209,0.48789
135.386174,283,701.313154,0.547816
112.664405,315,666.253108,0.762016
155.196069,405,887.597678,2.147943
87.878464,260,534.110927,0.351789
141.238051,318,755.057564,0.898647
152.630656,341,563.367587,1.699972
94.270908,423,973.718027,1.447078
110.744971,306,650.515922,0.71598
92.158044,453,748.84702,2.362214
148.074937,401,612.158562,2.763295
146.191502,370,573.887849,2.209282
140.589397,306,740.679327,0.741729
90.568783,445,984.807298,1.681791
120.405565,392,769.737807,1.802163
125.839256,438,833.814562,2.605947
124.536414,349,987.480655,0.846979
131.859092,418,580.814404,3.342872
130.00625,250,900.284034,0.253931
130.738869,424,834.120957,2.265842
116.827902,439,557.78031,3.711219
127.554146,408,807.484711,2.05037
95.999946,268,566.696344,0.412187
125.284541,468,613.289455,4.495656
105.762534,276,604.315646,0.483546
149.607422,293,754.329401,0.690071
147.497236,289,743.959026,0.619278
128.197726,456,610.041645,4.174303
160.465829,323,818.283122,0.97086
137.84975,401,581.760042,2.965674
116.089288,251,859.211388,0.238305
93.182636,300,592.145685,0.572078
166.575991,412,929.168464,2.50504
124.715527,457,850.669698,2.854496
133.162677,282,943.44351,0.425154
121.923855,305,682.975125,0.712255
123.981392,340,726.517125,1.110377
140.161672,402,589.501274,3.011851
155.101027,461,945.252199,3.575818
146.956012,447,656.554244,3.963676
88.286215,319,596.717387,0.685856
135.30882,305,723.146052,0.717961
164.629446,409,669.605475,3.249708
142.491812,355,546.771812,1.90585
113.223153,444,552.29868,3.605453
133.65299,427,846.041857,2.478322
118.911906,276,644.450318,0.515734
156.325983,360,844.384349,1.486872
165.880766,312,822.838572,0.916603
89.068107,301,580.521218,0.592398
101.918357,354,674.393488,1.135208
130.624515,422,831.283686,2.344084
139.509994,310,991.560682,0.624102
140.646459,257,689.523142,0.415185
93.288048,471,520.126216,3.932245
97.894144,365,674.310498,1.22961
122.719561,256,634.61681,0.381242
154.046531,327,552.963653,1.551937
132.766868,370,783.282032,1.489069
104.937709,446,779.781525,2.577537
160.407482,269,511.098538,0.762183
107.766263,365,953.325941,0.895698
100.471746,340,655.434905,0.929573
139.561888,384,568.75588,2.581878
142.735422,443,889.635632,2.800553
138.225634,341,520.012876,1.729763
146.282177,438,644.719384,3.891976
99.207203,329,890.009629,0.636783
124.072773,402,541.363787,2.862927
165.148377,328,586.762683,1.526678
85.191197,338,607.297438,0.861499
151.041409,427,897.979381,2.549384
143.424731,437,635.562204,4.016991
149.716905,283,743.72979,0.578963
125.785987,346,737.40357,1.192821
148.185748,374,834.634258,1.651534
129.591367,479,637.879236,5.180092
120.1748,393,519.924532,2.49762
95.394721,264,560.990775,0.370035
138.77621,328,758.273788,0.94477
114.02885,257,609.879083,0.390455
157.837919,409,899.574677,2.248198
128.983626,384,787.203073,1.66686
154.731056,263,737.761904,0.474375
119.264726,288,907.366554,0.404658
152.13144,309,527.927703,1.214442
120.339309,470,600.585003,4.466143
109.262865,395,739.645322,1.654793
114.760812,467,830.543482,2.909215
118.601867,397,769.133013,1.866917
165.870961,289,548.358315,0.936461
136.601528,253,673.553472,0.405464
90.728137,273,806.219242,0.28634
133.496652,254,665.470674,0.406403
153.215197,418,645.455706,3.391752
147.186619,434,643.391445,3.59556
118.170408,445,567.711147,3.900832
108.400892,265,600.849595,0.424139
166.423057,392,657.136179,2.685133
141.664186,343,532.285803,1.692892
154.03748,470,701.322473,4.797404
103.038036,428,754.440689,2.210644
115.586544,438,803.020562,2.585854
84.065723,465,736.075889,2.418627
87.210243,443,973.22378,1.68459
117.543614,407,776.414107,1.928268
153.86645,465,695.721482,4.865587
156.459756,267,747.830892,0.503679
98.193805,391,952.119572,1.125562
111.768967,336,685.491958,0.952494
134.969444,366,536.431261,2.172248
85.878094,343,614.692278,0.865977
141.985143,303,991.972878,0.580334
160.657324,281,525.008244,0.886258
157.575526,429,669.902443,3.56248
85.902896,340,611.523861,0.840387
145.449303,461,666.122868,4.603884
112.407357,317,917.673001,0.580506
103.630495,336,661.389326,0.954982
157.270649,374,861.70793,1.711263
101.219658,351,919.427873,0.779142
120.352645,282,905.074062,0.376485
151.113058,342,559.466147,1.798457
88.804239,246,772.230774,0.201817
165.944083,279,538.404368,0.871421
115.256336,324,933.743966,0.640479
143.646606,394,591.760139,2.843694
93.261413,423,970.09153,1.363983
163.168374,344,598.274084,1.789756
145.266035,392,594.012125,2.810336
113.348674,410,766.923111,2.028958
104.523808,455,537.029641,3.748936
120.41841,241,862.788353,0.209867
120.397201,401,528.704972,2.806928
151.405397,339,556.951315,1.747265
94.324147,310,855.438393,0.4935
125.584709,451,596.554115,3.989448
128.251236,400,551.127184,2.720633
150.854146,299,764.538124,0.745813
85.054445,361,630.952447,1.079699
164.931657,324,832.206221,1.048309
130.54622,443,852.754112,2.779099
94.402393,244,787.525751,0.20458
86.325178,371,645.051524,1.198234
150.29909,271,732.701752,0.495697
163.3262,426,933.666037,2.789879
161.283051,430,681.580594,3.63012
96.737479,471,781.210998,2.936426
142.587793,305,995.568231,0.596592
150.645634,319,533.931845,1.350221
85.070649,453,977.268577,1.702568
89.096384,367,650.038146,1.119821
88.10373,408,939.460269,1.26504
92.485741,257,795.42825,0.232348
123.777862,472,612.85793,4.827297
117.018168,427,796.248411,2.385164
118.591644,326,694.974542,0.9327
110.115638,432,530.789788,3.25636
84.788307,426,697.671522,1.899664
138.620574,359,539.479814,1.959211
140.563675,252,684.653968,0.386101
143.938371,282,725.629951,0.58857
159.958048,403,649.556807,2.902564
119.594437,479,858.107446,3.437686
165.08696,406,918.568847,2.250193
113.778969,392,999.40162,1.272868
132.126351,341,751.903925,1.054595
104.921276,383,963.267906,1.045532
92.585261,423,968.056928,1.427268
146.584712,360,814.464049,1.362728
126.984854,369,514.969746,2.18483
100.5314,301,614.995685,0.606403
128.219878,258,653.134877,0.421582
101.909383,456,530.436879,3.724628
159.005659,290,529.501709,1.035442
137.340104,388,566.673762,2.6541
109.283586,278,617.548311,0.480378
148.121214,451,914.414623,3.055106
105.171816,455,539.529023,3.951443
85.951216,333,604.738331,0.822511
120.639951,375,752.163373,1.471436
130.24246,403,810.549141,1.89053
117.340287,358,974.523299,0.890182
95.856074,266,564.342239,0.381187
143.528719,419,616.743548,3.328211
107.585623,282,616.884965,0.526352
99.753411,286,597.569373,0.503594
111.266002,464,567.360103,4.326556
163.286006,409,915.847043,2.411837
117.720563,391,760.702904,1.76055
142.399169,464,660.463851,4.421946
98.802404,259,565.764328,0.35296
126.796262,454,853.455662,2.968675
95.566906,421,725.05831,1.886694
111.157437,348,946.298479,0.770155
104.32662,282,606.57627,0.492281
137.254839,280,703.197304,0.5594
141.474623,245,929.418304,0.249387
87.904885,444,726.482677,2.132943
119.853454,359,733.300131,1.256481
114.533182,325,681.762111,0.903749
139.695109,287,718.312688,0.586373
87.485552,289,813.15407,0.343357
162.669747,425,681.104182,3.680446
106.994114,430,518.962099,3.330521
151.205916,392,862.272892,1.881143
127.543173,350,996.903269,0.871572
152.861013,432,909.023389,2.812403
100.146749,447,765.926541,2.395175
153.104425,323,546.184168,1.48481
91.067916,389,678.7001,1.460947
137.137097,354,780.559919,1.296311
88.277156,457,991.260765,1.810146
165.503758,333,592.93319,1.530013
101.313956,464,787.316441,2.883404
93.654548,329,874.104827,0.58002
109.931417,404,751.106653,1.796927
147.435308,377,585.214568,2.477833
142.732385,301,741.363898,0.705355
140.83467,364,801.683881,1.455182
97.358891,345,901.832248,0.710228
104.193682,357,684.543822,1.127846
108.301937,454,547.420863,3.790241
141.531365,271,707.354024,0.504687
87.518876,376,654.000198,1.203903
111.515783,350,949.205418,0.829539
140.401804,327,761.540022,0.990474
115.986305,317,928.076567,0.594145
157.418613,347,584.1384,1.731292
138.012372,249,922.925439,0.274029
83.418599,349,863.476457,0.657427
134.47563,273,688.130007,0.529769
143.549662,247,687.931946,0.3449
151.985028,336,806.228891,1.085834
138.084701,248,922.97622,0.269792
147.611509,327,533.850685,1.458354
126.090241,354,997.395071,0.94667
121.337206,412,793.419116,2.053483
155.528627,316,545.38014,1.319495
158.98947,266,754.470656,0.476301
146.709117,413,619.981697,3.201618
113.559065,334,688.545983,0.942038
94.452586,257,801.433562,0.235937
93.514914,326,869.662875,0.58911
109.98598,242,582.002805,0.293629
88.595405,350,879.903932,0.696414
93.858581,281,574.503563,0.480203
127.959172,362,760.522472,1.347413
160.919616,437,937.741869,2.882109
100.836222,259,572.193652,0.375303
161.061869,357,855.469617,1.467908
156.486198,383,617.982736,2.548236
165.408905,424,688.054406,3.497667
113.736881,320,924.798796,0.606131
105.827897,253,831.467884,0.253814
93.672833,448,997.218289,1.770036
114.726505,314,670.891825,0.800827
112.620854,257,605.800047,0.387758
158.484204,290,527.103985,0.986748
162.144997,320,569.756681,1.324228
94.137445,306,600.73287,0.649499
94.890201,273,568.826702,0.43685
162.109067,325,824.884989,1.049933
128.801044,438,843.001102,2.645264
153.019159,455,682.707711,4.51226
123.258953,356,990.570093,0.950813
160.254102,347,592.627974,1.833037
102.958795,361,685.031873,1.163621
110.75239,324,669.956971,0.83314
120.369113,377,753.465757,1.497063
134.230973,455,876.709756,3.107137
155.260878,472,957.687536,3.887508
158.573348,302,539.834428,1.13527
150.409581,274,986.893242,0.415027
160.79222,431,681.702185,3.651135
150.466493,251,713.286264,0.374412
93.074429,340,883.11026,0.683876
98.120356,368,677.757989,1.205854
114.878718,269,625.351219,0.439015
165.590138,266,774.096266,0.511349
100.990535,309,874.701855,0.513007
95.775966,445,501.01755,3.338057
121.733356,360,990.334698,0.933292
139.915724,329,511.944748,1.466923
143.61717,371,567.455822,2.325412
93.599067,446,745.493721,2.381133
135.733392,329,500.0756,1.525326
113.146114,407,763.13315,1.880927
129.490464,323,974.761008,0.655709
127.745201,281,925.75793,0.387772
116.218338,254,862.95886,0.262247
96.802721,337,891.595024,0.681973
129.519668,363,766.315132,1.302387
160.050296,476,975.623458,3.891268
148.185359,441,653.737786,4.003997
135.152249,380,551.154995,2.463832
118.116664,249,863.660994,0.246251
132.318209,299,958.43246,0.526074
107.162422,351,686.955164,1.082365
153.393694,366,591.432712,2.166802
95.00797,242,787.275958,0.199353
157.566453,400,889.471689,2.074058
100.540115,277,590.565501,0.45182
123.883837,300,684.276112,0.711103
133.271915,284,695.483896,0.608405
89.134325,365,897.78208,0.854906
164.579517,321,578.148308,1.344469
98.332657,390,701.161164,1.477247
119.611328,369,743.096611,1.382311
122.028071,242,618.181619,0.325867
83.931738,348,614.10803,0.943107
99.939483,426,993.133836,1.55546
164.408803,468,980.448828,3.728417
159.560733,263,753.007719,0.481362
144.487795,251,695.054826,0.36689
165.028145,340,599.71532,1.725423
139.823512,393,578.492003,2.65909
105.526676,477,812.940242,3.108213
151.85054,307,775.545279,0.8239
142.753425,249,937.213989,0.280284
154.192228,267,990.494493,0.383197
130.441321,421,829.494824,2.208162
140.134997,278,710.270866,0.523402
149.673855,283,744.19904,0.578444
87.484109,363,890.506897,0.826182
120.761586,358,985.114733,0.95602
109.074543,350,691.372405,1.139014
165.189718,306,564.21097,1.140656
85.557555,313,833.155456,0.451307
108.973305,291,630.54719,0.563883
115.683162,242,849.625271,0.218112
127.422886,281,924.677799,0.387125
157.624601,257,990.802824,0.336827
128.15169,383,533.918507,2.474467
153.915501,264,986.820307,0.366779
110.090749,389,985.230166,1.207195
161.902517,408,910.452049,2.378994
164.516185,300,806.058586,0.752888
89.977142,285,816.460851,0.333251
137.816179,246,669.673742,0.367879
95.686217,365,667.345414,1.212029
120.734068,419,798.914436,2.171091
160.201453,278,520.036539,0.89682
90.795726,321,856.579388,0.518195
127.146797,413,811.649901,2.135219
99.612188,308,869.825023,0.501657
99.060584,349,911.146196,0.750472
136.625602,339,513.307413,1.607396
98.895834,465,780.568632,2.719882
149.823881,340,554.022467,1.756668
161.995403,467,972.662992,3.663342
95.923322,252,550.720752,0.314437
147.134335,472,682.887181,4.756968
131.075663,342,749.741175,1.116259
165.868133,339,600.938219,1.711466
131.233316,302,957.781135,0.543008
100.764789,362,679.200823,1.159132
117.532927,474,846.366461,3.113649
119.733061,417,793.769215,2.01755
95.843663,406,710.369164,1.668185
146.726449,256,706.409676,0.397708
166.056466,255,513.937338,0.604199
96.108435,316,868.005708,0.536244
93.971356,317,612.549421,0.697084
89.678243,480,768.556349,2.824728
123.175518,307,689.43023,0.732742
108.981549,408,502.331012,2.839334
119.590446,324,946.53032,0.658098
88.978566,479,766.187411,2.928282
117.73038,342,709.82466,1.046329
86.458961,413,689.26327,1.732396
141.973994,333,772.433417,1.011518
98.882867,432,996.47939,1.541264
97.367695,301,605.871537,0.625113
130.400542,364,769.868576,1.320857
116.791492,328,691.580057,0.899173
136.906535,383,809.458285,1.629943
132.672604,437,853.691478,2.675107
105.860391,350,932.549139,0.797527
154.538587,295,520.681874,1.092101
105.034335,249,573.968536,0.317453
139.115608,250,678.064992,0.373163
149.627217,321,783.642338,0.959845
102.400341,453,779.132989,2.546331
113.644568,304,657.884198,0.709389
103.093174,470,798.904519,2.904075
146.955218,289,741.790618,0.618457
109.882271,395,741.06165,1.661855
128.950223,284,932.980288,0.405858
106.015519,443,529.039173,3.468846
92.659293,267,806.029343,0.267934
127.702924,414,564.085588,3.194854
128.116458,363,512.289371,1.975057
160.800146,359,606.091688,1.961368
157.756397,470,963.264066,3.868622
96.296418,350,653.408076,1.052215
107.958967,343,930.908727,0.752336
149.56343,440,907.487117,2.960185
84.450817,321,588.02304,0.680367
87.304613,346,622.219671,0.902045
157.297306,380,867.494011,1.725025
146.136805,265,964.615876,0.359294
130.980369,340,747.120002,1.093058
147.832121,362,570.743973,2.163118
146.698253,408,864.759196,2.130251
103.354743,375,700.229575,1.332978
163.707121,301,554.241361,1.075236
133.099974,411,577.015644,3.022753
84.008454,459,979.872599,1.766795
132.409974,252,909.358162,0.264979
160.993448,399,648.322849,2.960222
134.758851,404,825.509346,2.049392
95.005869,364,913.817322,0.847375
131.861141,362,773.087341,1.30273
157.475995,397,636.400627,2.738729
90.944174,245,528.344684,0.290539
99.762582,414,730.295,1.834235
160.37476,343,588.872719,1.761921
146.993455,253,954.665224,0.288573
153.251736,250,969.65183,0.298271
142.886967,258,947.639612,0.304618
165.765944,253,761.269362,0.404749
157.306889,280,513.550032,0.871813
149.629714,277,737.148239,0.563227
108.40442,315,903.795317,0.524681
125.422704,479,625.177682,5.096795
97.190869,450,760.144046,2.521849
104.749387,313,890.387702,0.499823
106.277965,311,642.607471,0.739647
117.437457,254,616.4605,0.36214
92.165859,465,760.671329,2.716931
154.009771,422,901.971168,2.474368
131.555121,356,765.668438,1.290416
101.889112,244,810.329469,0.205632
163.907948,395,653.187863,2.879552
125.564196,463,609.35266,4.343095
91.468571,390,930.94499,1.107741
85.128429,439,712.898365,2.108592
122.368755,285,914.373793,0.39616
93.623159,410,957.654623,1.287158
106.052719,409,744.663158,1.831201
97.188577,358,664.774975,1.144428
109.20715,416,761.18905,2.081285
163.206916,273,523.622126,0.765079
111.688737,284,880.716323,0.385594
124.567109,343,980.519997,0.836357
116.030388,290,650.268267,0.577872
162.921984,240,739.20203,0.330417
86.657485,441,969.691061,1.648801
150.145556,465,934.919382,3.434316
163.200503,416,923.113076,2.438133
114.250874,479,842.036008,3.1647
85.903309,427,952.821894,1.389341
97.865748,312,618.37121,0.676864
111.084313,328,674.580059,0.916561
158.198029,366,606.224649,2.08076
155.496582,465,951.065844,3.513481
148.017322,303,509.971763,1.182962
122.761035,287,666.948656,0.604166
104.608882,409,739.581514,1.816151
89.497207,405,940.085528,1.188354
142.291067,468,663.853659,4.550896
110.155342,340,934.408173,0.739582
133.237664,445,863.412099,2.719158
123.577449,267,648.686833,0.44528
90.31701,456,746.351681,2.381614
86.537064,288,559.840907,0.473709
159.783424,359,603.487853,1.955596
134.619859,447,619.899479,4.002615
115.245132,414,527.047967,3.052407
166.14227,335,597.399694,1.64418
97.967486,455,517.396635,3.813552
121.339338,298,674.498926,0.6533
136.703629,323,997.0106,0.716035
130.53235,320,724.988672,0.878664
129.031723,380,782.864637,1.607296
139.892127,317,500.080312,1.292532
160.76664,247,989.927905,0.279822
121.27431,473,856.431915,3.159014
150.503978,453,923.275319,3.136753
92.72565,429,974.909416,1.5028
100.935552,449,520.942017,3.708366
101.425236,352,920.696642,0.749445
122.799076,326,707.688088,0.90633
120.903621,317,693.347424,0.853145
144.581652,465,918.635321,3.519771
151.439796,475,949.149274,3.91226
117.022706,284,647.297228,0.538681
157.471466,397,635.74941,2.884325
89.043252,269,546.963214,0.399619
136.734281,478,658.286816,5.283986
110.117916,327,920.973227,0.60915
129.034061,392,545.949709,2.678323
101.093206,357,674.792279,1.163471
87.459285,245,517.569095,0.27017
130.428318,422,580.809499,3.266589
153.699902,258,730.366802,0.418538
142.636153,451,897.776951,3.134182
122.962801,246,874.935294,0.24204
104.705061,307,634.364642,0.665623
121.363378,294,920.67909,0.464801
122.91363,411,546.780414,2.918524
111.635457,273,619.302551,0.479081
138.07902,267,942.643094,0.33826
150.669953,370,837.519688,1.605774
148.56635,442,905.71644,2.997875
159.578202,421,667.537082,3.535921
115.866346,344,955.811293,0.801325
134.000065,472,893.382538,3.530246
148.719257,428,891.715422,2.546329
101.639236,289,606.144337,0.555696
161.396609,458,961.137939,3.583567
110.076346,310,653.539848,0.746065
138.923723,314,743.673337,0.851009
95.216566,460,764.672098,2.679789
155.228321,435,919.143511,2.910632
124.199165,356,743.157017,1.309261
154.022933,254,726.720085,0.395913
95.667377,368,670.064675,1.186478
145.662463,281,730.051512,0.584514
105.54388,461,797.202407,2.761331
136.181025,244,912.543679,0.25163
85.645292,442,967.738443,1.567891
128.909941,419,572.936265,3.336614
145.177518,416,868.761151,2.383118
139.357687,248,676.426467,0.362864
135.600092,302,971.446926,0.555336
103.579465,421,999.706647,1.531939
132.577677,318,979.441505,0.661392
83.437365,378,644.179173,1.186029
141.998487,361,552.497835,2.010457
163.922641,346,602.303361,1.829451
121.137173,242,614.992612,0.324898
99.902582,405,722.067273,1.78666
112.473933,399,502.596229,2.684377
136.478686,258,928.129002,0.295316
155.966762,416,901.639466,2.490383
130.012883,324,978.053548,0.6988
138.79579,436,870.1684,2.734797
139.003937,356,787.630984,1.268337
151.670117,284,751.098239,0.59018
118.906783,371,993.337981,1.023673
149.689308,293,753.91469,0.690834
92.085542,449,744.033988,2.291595
154.070683,459,940.818877,3.503684
142.004338,260,697.148877,0.413348
83.374903,257,767.433379,0.215278
156.777004,319,802.276372,0.916836
89.209974,377,910.120181,0.961801
98.897631,290,598.425584,0.526809
89.562487,306,837.652482,0.430494
166.343636,244,503.646717,0.517276
130.302109,323,727.712276,0.907185
143.967004,444,644.883782,3.836318
165.827847,326,837.162235,1.074951
151.84902,290,508.135411,1.024096
120.601672,449,579.041971,4.055631
149.392183,334,546.366286,1.652434
159.568169,331,573.881942,1.556945
94.645599,362,661.093221,1.112294
96.299591,380,934.269514,0.950697
139.33207,480,667.830435,4.894732
149.955336,265,976.369788,0.365465
133.896033,334,749.203364,1.03971
90.054103,306,839.217586,0.454123
104.383261,423,503.840976,2.970381
123.59277,456,846.145327,2.815806
93.507098,385,931.472574,1.076162
109.783123,395,741.077107,1.744076
125.404546,442,836.543096,2.684365
165.928226,259,517.504046,0.638274
160.852949,271,765.103469,0.513085
98.560476,298,856.551684,0.419785
123.330106,252,882.433691,0.252205
160.659013,477,978.953273,3.928356
153.303764,330,803.864426,1.022675
153.158383,431,658.628989,3.573926
160.226417,473,723.704455,4.99115
141.505924,439,632.117388,4.052516
86.506513,396,671.612274,1.501045
